Date,Open,High,Low,Close,Volume
2021. 12. 21 오후 4:00:00,167.85,170.72,165.65,170.42,2797791
2021. 12. 22 오후 4:00:00,169.27,172.05,168.5,171.04,2751773
2021. 12. 23 오후 4:00:00,170.43,171.98,170.15,171.07,1839412
2021. 12. 27 오후 4:00:00,171.04,172.94,169.22,169.67,2942341
2021. 12. 28 오후 4:00:00,170.18,172.18,169.14,170.66,2735593
2021. 12. 29 오후 4:00:00,170.84,171.21,168.6,169.2,1787702
2021. 12. 30 오후 4:00:00,169.7,170.89,168.52,168.64,1879155
2021. 12. 31 오후 4:00:00,168.96,169.35,166.56,166.72,2391519
2022. 1. 3 오후 4:00:00,167.55,170.7,166.16,170.4,3193457
2022. 1. 4 오후 4:00:00,170.44,171.4,166.35,167.52,3536258
2022. 1. 5 오후 4:00:00,166.88,167.13,164.36,164.36,3215136
2022. 1. 6 오후 4:00:00,163.45,164.8,161.94,163.25,2597889
2022. 1. 7 오후 4:00:00,163.84,165.24,162.03,162.55,2330295
2022. 1. 10 오후 4:00:00,160.59,161.66,156.3,161.49,4389915
2022. 1. 11 오후 4:00:00,161.5,166.35,160.7,165.36,3140279
2022. 1. 12 오후 4:00:00,166.58,166.88,164.42,165.21,2501456
2022. 1. 13 오후 4:00:00,165.25,166.22,161.09,161.21,2609415
2022. 1. 14 오후 4:00:00,160.15,162.25,159.8,162.14,2298743
2022. 1. 18 오후 4:00:00,159.1,159.73,157.66,158.92,3372072
2022. 1. 19 오후 4:00:00,158.76,159.25,156.25,156.3,2662096
2022. 1. 20 오후 4:00:00,156.77,158,151.35,151.67,3598666
2022. 1. 21 오후 4:00:00,149.95,150.9,142.07,142.64,8198572
2022. 1. 24 오후 4:00:00,139,144.95,135.35,144.54,7802237
2022. 1. 25 오후 4:00:00,142.24,143.6,138.15,139.99,4541233
2022. 1. 26 오후 4:00:00,144.75,145.18,137.32,138.87,4780085
2022. 1. 27 오후 4:00:00,140.8,144.24,139.35,139.64,3875790
2022. 1. 28 오후 4:00:00,140.86,144,137.93,143.98,3719599
2022. 1. 31 오후 4:00:00,144.75,150.36,144.3,149.57,3915372
2022. 2. 1 오후 4:00:00,150,151.71,147.63,151.19,2960992
2022. 2. 2 오후 4:00:00,155.05,155.07,148.86,150.61,4366488
2022. 2. 3 오후 4:00:00,141.74,144.25,138.33,138.85,11276568
2022. 2. 4 오후 4:00:00,155.61,161.2,150.61,157.64,12672793
2022. 2. 7 오후 4:00:00,158.52,162.69,157.25,157.94,5131219
2022. 2. 8 오후 4:00:00,156.75,161.79,155.55,161.41,3802018
2022. 2. 9 오후 4:00:00,162.87,163.83,160.25,161.19,3439280
2022. 2. 10 오후 4:00:00,158.35,160.72,157.75,159,3413406
2022. 2. 11 오후 4:00:00,158.13,159,152.73,153.29,3855022
2022. 2. 14 오후 4:00:00,151.75,158.45,151.65,155.17,4161535
2022. 2. 15 오후 4:00:00,157.61,158.01,154.64,156.51,2848533
2022. 2. 16 오후 4:00:00,155.79,158.83,154.73,158.1,2635214
2022. 2. 17 오후 4:00:00,158.15,160.35,154.5,154.65,3201625
2022. 2. 18 오후 4:00:00,155.5,155.5,150.89,152.6,3180205
2022. 2. 22 오후 4:00:00,150.48,152.98,148.49,150.2,3306412
2022. 2. 23 오후 4:00:00,151.65,151.76,144.65,144.83,3212178
2022. 2. 24 오후 4:00:00,139.84,151.75,139.5,151.36,5039288
2022. 2. 25 오후 4:00:00,150.55,153.99,149.21,153.79,3119768
2022. 2. 28 오후 4:00:00,152.43,154.45,150.85,153.56,2884171
2022. 3. 1 오후 4:00:00,152.73,154.1,149.98,151.14,2243679
2022. 3. 2 오후 4:00:00,150.85,153,148.75,152.05,2366736
2022. 3. 3 오후 4:00:00,153.53,153.93,146.86,147.9,3259860
2022. 3. 4 오후 4:00:00,147.16,147.85,143.81,145.64,3049156
2022. 3. 7 오후 4:00:00,145.44,146.09,137.42,137.45,4346693
2022. 3. 8 오후 4:00:00,136.68,140.7,133.57,136.01,4583129
2022. 3. 9 오후 4:00:00,139.5,140.25,136.83,139.28,4132833
2022. 3. 10 오후 4:00:00,145.69,148.67,143.98,146.82,6753145
2022. 3. 11 오후 4:00:00,149.57,149.68,145.37,145.52,3445028
2022. 3. 14 오후 4:00:00,145.98,147.45,140.88,141.85,3704305
2022. 3. 15 오후 4:00:00,142.85,147.99,142,147.37,3779230
2022. 3. 16 오후 4:00:00,148.5,153.15,147.35,153.1,4247884
2022. 3. 17 오후 4:00:00,152.64,157.5,152.14,157.24,3646742
2022. 3. 18 오후 4:00:00,156.81,161.59,156.01,161.25,5148138
2022. 3. 21 오후 4:00:00,161.12,163.08,159.55,161.49,3326876
2022. 3. 22 오후 4:00:00,161.81,166.17,161.7,164.89,3204306
2022. 3. 23 오후 4:00:00,163.71,166.37,162.69,163.41,2790593
2022. 3. 24 오후 4:00:00,163.75,164.12,160.05,163.65,2839903
2022. 3. 25 오후 4:00:00,164,165.37,162.25,164.77,2454275
2022. 3. 28 오후 4:00:00,164.98,169.04,164.9,168.99,2992691
2022. 3. 29 오후 4:00:00,170.38,170.83,167.87,169.32,3307680
2022. 3. 30 오후 4:00:00,168.51,168.95,165.5,166.3,2808363
2022. 3. 31 오후 4:00:00,166.44,166.5,162.95,163,2998289
2022. 4. 1 오후 4:00:00,164.15,165.83,162.32,163.56,2854475
2022. 4. 4 오후 4:00:00,164.13,168.39,163.21,168.35,2500398
2022. 4. 5 오후 4:00:00,167.74,168.11,163.27,164.06,2686428
2022. 4. 6 오후 4:00:00,161.65,162.2,157.25,158.76,3952788
2022. 4. 7 오후 4:00:00,158.4,160.08,154.51,157.78,3406839
2022. 4. 8 오후 4:00:00,156.75,157.37,154.23,154.46,2300083
2022. 4. 11 오후 4:00:00,152.71,154.14,150.53,151.12,2605617
2022. 4. 12 오후 4:00:00,153.69,155.1,150.38,150.79,2758872
2022. 4. 13 오후 4:00:00,150.02,156.03,149.6,155.54,2669544
2022. 4. 14 오후 4:00:00,155.39,155.9,151.47,151.71,2579907
2022. 4. 18 오후 4:00:00,151.52,154.04,150.25,152.79,2325676
2022. 4. 19 오후 4:00:00,152.03,158.65,151.55,158.12,2746321
2022. 4. 20 오후 4:00:00,157.6,157.6,153.6,154,2981501
2022. 4. 21 오후 4:00:00,154.71,156.74,147.59,148.3,3198466
2022. 4. 22 오후 4:00:00,148.25,149.62,143.7,144.35,3653929
2022. 4. 25 오후 4:00:00,144.02,146.22,142.31,146.07,3093749
2022. 4. 26 오후 4:00:00,144.8,144.86,138.93,139.39,3876458
2022. 4. 27 오후 4:00:00,140.19,141.95,135.78,138.17,3566815
2022. 4. 28 오후 4:00:00,142.18,145.94,140.3,144.6,5865847
2022. 4. 29 오후 4:00:00,129.85,130.76,121.63,124.28,13633086
2022. 5. 2 오후 4:00:00,122.4,124.67,118.38,124.5,7439449
2022. 5. 3 오후 4:00:00,124.05,126.22,122.83,124.25,3956668
2022. 5. 4 오후 4:00:00,123.6,126,119.18,125.93,5537268
2022. 5. 5 오후 4:00:00,123,123.5,115.07,116.41,7219561
2022. 5. 6 오후 4:00:00,114.85,119.05,113.08,114.77,6212995
2022. 5. 9 오후 4:00:00,111.31,114,107.96,108.79,6406219
2022. 5. 10 오후 4:00:00,111.25,112.64,107.17,108.86,5271691
2022. 5. 11 오후 4:00:00,108.1,110.16,104.43,105.37,5485182
2022. 5. 12 오후 4:00:00,102.75,110.78,102.41,106.93,6601257
2022. 5. 13 오후 4:00:00,109.07,113.18,107.8,113.06,4684228
2022. 5. 16 오후 4:00:00,113.1,113.99,110.35,110.81,3728287
2022. 5. 17 오후 4:00:00,113.28,115.8,111.28,115.37,3822387
2022. 5. 18 오후 4:00:00,111.44,112.85,106.25,107.11,5418959
2022. 5. 19 오후 4:00:00,106.28,110.03,106.19,107.32,4407127
2022. 5. 20 오후 4:00:00,109.57,109.9,105.01,107.59,4975032
2022. 5. 23 오후 4:00:00,108.46,108.82,103.95,107.56,5389868
