Date,Open,High,Low,Close,Volume
2022. 3. 14 오후 4:00:00,130.25,130.41,125.28,125.95,1940563
2022. 3. 15 오후 4:00:00,126.98,129.85,125.72,129.2,1545976
2022. 3. 16 오후 4:00:00,130.73,133.33,128.73,133.28,1778849
2022. 3. 17 오후 4:00:00,133.15,134.08,132.19,133.84,1413196
2022. 3. 18 오후 4:00:00,133.42,136.24,132.26,136.13,2228345
2022. 3. 21 오후 4:00:00,136.16,137.05,134.09,136.1,1341584
2022. 3. 22 오후 4:00:00,136.1,141.05,136.1,139.87,1774777
2022. 3. 23 오후 4:00:00,138.7,139.59,137.84,138.28,1257670
2022. 3. 24 오후 4:00:00,139.2,141.62,137.75,141.57,1319828
2022. 3. 25 오후 4:00:00,141.92,142.04,139.74,141.67,1207154
2022. 3. 28 오후 4:00:00,140.9,142,139.81,141.46,1752463
2022. 3. 29 오후 4:00:00,142.65,143.79,142.04,142.51,1715851
2022. 3. 30 오후 4:00:00,142.46,142.72,141.6,141.94,994238
2022. 3. 31 오후 4:00:00,142.05,142.11,139.02,139.07,1876236
2022. 4. 1 오후 4:00:00,139.5,140.47,138.31,140.15,1297072
2022. 4. 4 오후 4:00:00,140.36,143.71,140.31,142.97,1298542
2022. 4. 5 오후 4:00:00,142.87,142.99,140.38,140.59,1070906
2022. 4. 6 오후 4:00:00,138.75,139.36,135.52,136.55,1623424
2022. 4. 7 오후 4:00:00,136.01,137.16,134.23,135.89,1311680
2022. 4. 8 오후 4:00:00,135.58,135.67,132.97,133.29,1257140
2022. 4. 11 오후 4:00:00,131.82,132.09,128.67,128.82,1844153
2022. 4. 12 오후 4:00:00,131.6,131.6,126.79,127.71,1635535
2022. 4. 13 오후 4:00:00,128,130.33,127.74,129.89,1396362
2022. 4. 14 오후 4:00:00,130.48,130.48,126.6,126.73,1579899
2022. 4. 18 오후 4:00:00,127,128.21,126.18,127.68,1040433
2022. 4. 19 오후 4:00:00,127.69,130.33,127,130.01,1324488
2022. 4. 20 오후 4:00:00,130.89,131.4,127.5,128.04,1584773
2022. 4. 21 오후 4:00:00,129.25,130.1,124.53,124.81,1822258
2022. 4. 22 오후 4:00:00,125,125.4,118.93,119.64,2844186
2022. 4. 25 오후 4:00:00,119.1,123.28,118.51,123.07,2306413
2022. 4. 26 오후 4:00:00,122.29,122.51,118.51,118.65,3652744
2022. 4. 27 오후 4:00:00,114.47,117.24,112.74,114.29,4591029
2022. 4. 28 오후 4:00:00,116.42,119.65,114.12,118.52,2444232
2022. 4. 29 오후 4:00:00,116.73,117.92,113.81,114.11,2133800
2022. 5. 2 오후 4:00:00,113.41,116.75,112.6,116.58,1776651
2022. 5. 3 오후 4:00:00,116.43,118.44,116.03,117.33,1248368
2022. 5. 4 오후 4:00:00,117.03,122.85,115.12,122.26,2495764
2022. 5. 5 오후 4:00:00,120.2,121.04,115.01,116.51,2292029
2022. 5. 6 오후 4:00:00,115.18,117.57,114.02,115.75,1985479
2022. 5. 9 오후 4:00:00,113.25,115.08,112,112.51,2040143
2022. 5. 10 오후 4:00:00,115.51,116.25,112.9,114.4,1995019
2022. 5. 11 오후 4:00:00,113.24,116.36,113.24,113.6,1876737
2022. 5. 12 오후 4:00:00,111.38,114.3,109.82,112.84,2691809
